,ID,Фамилия,Имя,Отчество,Организация,Аффилиации,Город
9057,29552,Любченков,А.,В.,ВГТУ,,Воронеж
9058,29522,Лаговский,Борис,Андреевич,"Московский государственный технический университет радиотехники, электроники и автоматики (МГТУ МИРЭА)",,Москва
9059,29503,Милков ,Максим,Леонидович,Статсофтраша,,Москва
9060,29496,Ванчугов,Виталий,Александрович,«Геосондаш»,,
9061,29495,Мельников,Петр,Валерьевич,Норильский филиал ВСЕГЕИ им. А.П. Карпинского,,Норильск
9062,29494,Феликс,Жоао,Тунга,ГРО «Катока»,,
9064,29459,Yau,Shing-Tung,?,Harvard University,,
9065,29457,Баулин,Евгений,Сергеевич,ЗАО &quot;Хоневелл&quot;,,Москва
9067,29410,Гарбовска,Йоанна Агшешка ,Андреевна,?,,
9068,29403,Бойко,Борис ,Алексеевич,Московский государственный машиностроительный университет (МАМИ),,Москва
9075,29329,Абросимов,Вячеслав,Константинович,-,,Москва
9077,29319,Махов,Сергей,Анатольевич,ИПМ им. М.В. Келдыша РАН,,Москва
9078,29318,Митин,Николай,Алексеевич,ИПМ им. М.В. Келдыша РАН,,Москва
9079,29293,Смирнов,Георгий,В.,Университет Минью,,"Минью, Португалия"
9080,29284,Чередниченко,Алена,Александровна,ИПУ РАН,,Москва
9081,29272,Куракин,Вячеслав,Григорьевич,Физический ин-т им. П. Н. Лебедева РАН,,Москва
9082,29264,Сридхаран,Житин,К.,ИНРИА,,
9083,29262,Авраченков,Константин,Евгеньевич,ИНРИА,,
9084,29261,Селезнев,Антон,Евгениевич,МОКБ &quot;МАРС&quot;,,Москва
9085,29260,Перемежко,Денис,Васильевич,Страховая компания &quot;Альянс&quot;,,Москва - Варшава
9087,29225,Езерский,Виктор,Витольдович,?,,Рязань
9088,29224,Давыдочкин,Вячеслав,Михайлович,ООО предприятие &quot;Контакт-1&quot;,,Рязань
9089,29223,Паршин,Валерий,Степанович,?,,Рязань
9090,29222,Атаянц,Борис,Аванесович,ООО предприятие &quot;Контакт-1&quot;,,Рязань
9091,29216,Слепнев,Алексей ,Алексеевич,Центр маскировки 3ЦНИИ,,Москва
9093,29213,Герасименя ,Валерий,Павлович,Военный институт Инженерных войск,,Москва
9094,29183,Бабин,Василий ,Алексеевич,МГТУ им. Н.Э. Баумана,,Москва
9095,29171,Солодов,А.,В.,Счетная палата РФ,,Москва
9097,29149,Садыков ,Руаслан,Равильевич,INRIA,,"Rocquencourt, France"
9098,29145,Кунижева,Л.,А.,?,,
9099,29140,Подлепа,С.,А.,?,,
9102,29115,Панченко,Юлия,Владимировна,Кубанский государственный университет,,Краснодар
9103,29110,Яковина,Мария,Федоровна,Кубанский государственный университет,,Краснодар
9104,29105,Школяренко,В.,В.,?,,
9105,29104,Фокин,И.,В.,?,,
9106,29103,Турчанинов,В.,К.,?,,
9107,29102,Теохаров,А.,Н.,?,,
9108,29101,Строев,А.,К.,?,,
9109,29100,Сохацкий,Л.,В.,?,,
9110,29099,Сорокин,М.,А.,?,,
9111,29098,Синчура,А.,А.,?,,
9112,29097,Садыхов,Г.,С.,?,,
9113,29096,Савченко,В.,П.,?,,
9114,29095,Рыбкин,Б.,И.,?,,
9115,29094,Прокопенко,И.,Ф.,?,,
9116,29093,Перлов,А.,Ю.,?,,
9117,29092,Пащин,А.,И.,?,,
9118,29091,Пантелюк,Н.,А.,?,,
9119,29090,Назаров,Д.,В.,?,,
9120,29089,Лучин,А.,А.,?,,
9121,29088,Ким ,В.,И.,?,,
9122,29087,Ильинский,А.,М.,?,,
9123,29086,Иванова,И.,А.,?,,
9124,29085,Жуков,А.,О.,?,,
9125,29084,Герасименко,А.,П.,?,,
9126,29083,Виноградов,А.,Г.,?,,
9127,29082,Верденская,Н.,В.,?,,
9128,29081,Васильев,А.,А.,?,,
9129,29080,Балашова,Е.,А.,?,,
9130,29079,Автушенко,А.,Ф.,?,,
9131,29059,Милованова,Татьяна,Александровна,РУДН,,Москва
9132,29058,Разумчик,Ростислав,Валерьевич,РУДН,,Москва
9133,29057,Зарядов,Иван,Сергеевич,РУДН,,Москва
9134,29056,Яковлев,А.,Г.,?,,
9135,29048,Зенков,Семен,Михайлович,Организация по программированию.,,Москва
9136,29047,Гусев,Василий,Константинович,Физико-технический институт им. А.Ф. Иоффе РАН,,Санкт-Петербург
9137,29046,Мешкова,Наталья ,Григорьевна,РГГУ,,Москва
9141,29019,Сухарева ,А.,Н.,?,,Москва
9142,28998,Рахманов,Олег,Александрович,ФГАНУ &quot;Центр информационных технологий и систем органов исполнительной власти&quot;,,Москва
9143,28997,Рахманов,Олег,Александрович,ФГАНУ &quot;Центр информационных технологий и систем органов исполнительной власти&quot;,,Москва
9144,28982,Барышев,Павел,Фёдорович,МЧС России,,
9145,28981,Губин,Алексей,Николаевич,МЮИ,,Москва
9146,28956,Кирюхин,Олег,Михайлович,University of Chicago Booth School of Business,,Chicago
9147,28951,Митрофанов,Валерий,Павлович,"МГУ им. М.В. Ломоносова, Физический факультет",,Москва
9148,28950,Дмитриев,Артемий,Владимирович,МГУ им. М.В. Ломоносова,,Москва
9149,28934,Самшорин,Николай,Иванович, ОАО Электростальский завод тяжелого машиностроения (ЭЗТМ),,Электросталь
9152,28922,Хлебалин,Николай,Александрович,Электростальский политехнический институт - филиал Университета машиностроения,,Москва
9154,28866,Bernuau,E.,-,Ecole Centrale de Lille,,
9155,28864,Efimov,Denis, -,Ecole Centrale de Lille,,
9157,28860,Шибеко,Виктор,Николаевич,Модем,,Гомель
9158,28858,Титов,Николай,Николаевич,Модем,,Москва
9159,28847,Романов,Виктор,Петрович,РЭУ им. В.Г. Плеханова,,Москва
9163,28834,Сириченко,Андрей,Викторович,НИТУ МИСиС,,Москва
